Treatment_Group	Control	Control	Control	DSS	DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS
Taxa	Control_328	Control_330	Control_327	DSS_334	DSS_339	RCE_322	RCE_318	RCE_319	RCE_plus_DSS_305	RCE_plus_DSS_313	RCE_plus_DSS_301
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Salicibibacter	2.359895945	2.645867593	2.793404283	2.375429075	2.411729507	2.231296161	2.413164605	2.462498582	3.153770332	2.728584045	2.915624444
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Cytobacillus	2.455053178	3.411906375	2.791086112	2.889637106	2.279505599	2.065302694	2.528903593	2.252188778	2.925771787	2.574306336	2.639211189
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Mesobacillus	2.292781749	2.837529423	2.75585899	2.767617488	1.916413906	2.225879108	2.36241698	2.625065755	2.691258151	2.167620191	2.518472638
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lentibacillus	2.20685157	2.728285576	2.724617183	2.400528176	2.0404531	2.159236487	2.667737982	1.982562467	2.381679263	2.63678801	2.184151916
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus	2.14839184	3.654280603	2.705049677	3.444859109	1.274524588	1.685865678	2.273657177	1.905233255	2.006385763	1.713790888	1.163190293
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Fictibacillus	2.137503524	2.304571487	2.597725623	1.842452407	1.698346077	1.669996468	1.749599351	1.780864605	2.670133047	2.163381579	2.235019466
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Pontibacillus	2.064652958	2.642329189	2.423098203	1.842452407	1.463675862	1.938571859	1.934670676	2.192412594	2.598460085	2.205217522	2.008161258
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Pradoshia	1.793549123	2.300087234	2.320745732	1.242417179	0.981392259	1.417811685	1.633124035	1.356008974	1.323177545	1.171297679	1.515652778
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Radiobacillus	1.544320516	1.521276146	2.301330107	1.743914401	1.249036865	1.299024646	1.094438887	1.391885195	1.864811262	1.382951452	1.277605151
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Paraliobacillus	1.387730153	2.188058524	2.146733639	1.296903215	1.549697616	1.235749968	1.749599351	1.685796913	2.067674129	1.624105367	1.63661792
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lederbergia	1.751320887	1.892850829	2.060820663	2.473307279	2.359094042	1.203040575	1.633124035	1.474514278	1.571236517	1.7650425	1.944380237
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Gracilibacillus	1.544320516	2.06130262	2.033624266	1.560103369	0.851930268	1.31951418	1.72971634	1.708735912	1.653496442	1.759436964	1.499099766
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Aeribacillus	1.715161224	2.221641769	1.948816659	1.02723829	1.196669441	1.112006555	1.358887504	1.844388677	2.090570243	1.447123	1.656657691
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Amphibacillus	1.169925001	2.05599322	1.89801855	1.231268615	1.128418372	0.812875388	0.821379362	0.975845752	1.106649121	1.020110534	0.98445762
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Caldibacillus	1.519374159	2.473389177	1.822847827	1.524013134	1.012020626	0.950608815	1.084035867	0.908090235	1.564710216	1.171297679	1.303257045
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Parageobacillus	1.350497247	1.825800446	1.7907195	0.961294327	1.142329337	1.224929029	1.466923497	1.405989553	1.927194532	1.501862626	1.63661792
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anaerobacillus	1.510961919	1.832026349	1.699725572	1.542171102	2.077125682	1.257151363	1.358887504	1.875131702	2.067674129	1.770626341	1.738851436
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Sediminibacillus	1.424026283	2.007308292	1.623600883	1.328633695	0.834899082	0.963685678	1.052369001	1.067432004	2.03499656	1.426048052	1.691071123
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Terribacillus	1.441837559	1.787870031	1.52660978	1.307557772	2.002823951	1.849794131	1.55994232	1.844388677	1.558154258	1.707982228	1.771380378
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Salimicrobium	1.273018494	1.184291853	1.13888678	1.409987107	0.981392259	1.100212538	0.975659039	1.311745623	1.982102218	1.508561319	1.436726776
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus	7.728374061	8.128194443	8.333792406	7.792467935	7.578564348	7.744107215	7.586855186	7.827516854	8.501779615	7.962614368	8.174239008
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus	4.409390936	4.82457155	4.972080474	4.472454158	4.179114335	4.429906046	4.481594394	4.557387583	5.046803198	4.502626172	4.640524316
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella	3.580949438	3.838728012	4.138983398	3.748377009	3.863586642	3.65702327	3.758551298	4.1271518	4.321327161	3.992791841	4.141314384
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Aneurinibacillus	1.841302254	2.357322707	2.793404283	1.982014619	1.717057124	2.142083466	2.490033545	2.353915077	3.005039045	2.297071284	2.86914804
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Thermobacillus	2.058893689	2.259089115	2.271707777	2.231788938	2.440162398	2.225879108	1.69595665	2.298288139	2.642509596	2.229748875	2.251584414
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Saccharibacillus	1.969626351	2.05599322	2.234656734	2.478031127	2.062568321	2.192942567	2.139436912	2.361172548	2.495853794	2.233797185	2.401619292
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	6.827395636	7.399072159	6.625537194	6.73231733	6.574435413	5.619572067	6.31129277	6.058291759	6.343257258	6.021583582	5.830858708
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus	3.399171094	3.914024655	3.268641835	3.636627129	2.998203535	2.465362601	3.190805081	2.978849498	3.488012877	3.118392396	2.794239913
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus	2.740567831	3.206805655	3.074530202	3.145618223	2.599909692	1.951757785	2.446031017	2.33561005	3.252500031	2.711266995	2.705641837
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Salinicoccus	1.678071905	1.892850829	1.684818588	1.743914401	1.012020626	2.670694409	2.349446166	2.138524317	1.962376727	1.573891222	1.816613745
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus	1.938599455	1.544209918	1.654534416	2.360157309	1.971997608	1.762694427	1.951936192	1.920051738	1.916982852	1.599216751	1.734143988
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Abyssicoccus	1.350497247	1.688437301	1.410594605	2.040666982	1.261837011	0.723446606	1.04165701	1.319217801	1.603432387	1.277084668	0.83418975
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina	4	4.350101441	4.467669237	4.429202756	4.534653353	3.220918235	3.41070872	3.862749376	4.352919049	4.17120269	4.157226906
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus	3.921245889	4.519758293	4.418205	3.930005322	3.594328953	3.59744387	3.839633543	4.043911639	4.490976933	3.895206008	4.09891815
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus	1.881011964	2.758017593	2.827737148	2.264967625	1.549697616	1.669996468	2.12428671	1.864956644	2.21664657	2.062289635	2.166789543
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia	1.662965013	2.473389177	2.546421225	2.180544811	1.726322425	1.436692308	1.78214062	1.775442483	2.654852028	1.825307348	1.700754619
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Rummeliibacillus	2.359895945	2.950570706	2.395896239	1.759519101	2.341113314	1.299024646	1.604295264	1.680004717	1.315423561	2.048565698	2.031370454
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina	1.841302254	1.985131737	2.374378768	2.090873044	1.042012249	0.989489094	1.749599351	1.691565947	2.301521432	1.605479274	1.715159074
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Ureibacillus	2.081794091	2.528098774	2.164752156	2.506053938	1.640711289	1.677952892	1.723027306	2.015132851	2.425560343	2.02071985	1.968629753
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Jeotgalibacillus	1.655351829	2.197733772	2.153968073	2.482739559	2.31678501	2.242069627	1.99143657	2.024305196	2.831058777	2.10711553	2.280930299
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planomicrobium	1.415037499	1.939728992	1.804576485	1.286169387	1.518037468	1.482840335	1.458894274	1.507593531	1.864811262	1.212907965	1.521128511
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Viridibacillus	0.861293729	1.729036393	1.776728128	1.533120685	1.36034434	0.594872173	0.833850762	1.170172943	1.448992594	1.261306143	1.170177705
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. N4-1P	5.139551352	4.631059205	3.511867652	0.988034693	5.197377549	2.124724046	1.893562294	2.943023646	1.448992594	0.741749523	2.459803766
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium|s__Exiguobacterium sp. AT1b	1.212050477	1.093921348	0.927200743	1.349406154	1.085862095	0.723446606	0.690350727	1.186606973	1.088565353	1.360910564	1.526583539
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella haemolysans	2.029747343	2.57339608	1.89801855	2.744279133	1.474713289	1.545063842	2.01900332	2.200527309	2.157155899	1.933804587	1.686204892
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella morbillorum	1.765534746	1.850544456	1.77203402	2.047039124	1.274524588	0.976645074	1.47490828	1.326651478	1.982102218	1.654624232	1.224891119
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella sanguinis	1.5360529	1.639580944	1.210025269	2.395543167	1.441344404	1.076331256	1.125205296	1.440658723	0.606987634	1.145742987	0.695780578
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus	3.237767647	3.158079844	3.499142174	3.410676614	3.269367863	3.725799205	3.579435107	3.365552875	3.611881621	3.26009592	3.300213939
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Kyrpidia	2.017921908	2.113348846	2.798029481	1.13883578	1.789565067	2.567401539	2.227141754	2.320796943	2.245496569	1.851889798	2.244981241
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Tumebacillus	2.126532406	1.968272708	2.524261363	2.430081833	2.388572715	2.881749876	2.18881849	2.779305122	3.190265824	2.903959255	2.90309682
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Effusibacillus	1.081794091	1.528961315	1.827379734	1.89284931	1.867004532	1.329650846	1.145357669	1.356008974	2.095106182	1.748160125	1.88191092
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria	4.017921908	4.557820684	4.403863541	4.460569366	3.768125448	3.343536009	3.628580391	3.867853664	4.404081863	3.72013909	3.926011596
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix	1.191141487	1.787870031	1.521025335	2.492110571	1.979766164	1.446040762	1.426322919	1.742474706	2.305441173	1.495132684	1.590483996
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Kroppenstedtia	2.029747343	2.226376189	2.507415195	1.812843502	1.485666914	1.613037905	1.426322919	1.864956644	2.526401884	2.180261815	2.392685633
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Staphylospora	1.678071905	1.581640868	2.01785014	1.001221282	1.348392528	1.990607525	1.769212058	1.920051738	2.305441173	1.968229867	1.944380237
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Novibacillus	1.647698256	1.213199717	1.77203402	1.339057311	0.466000737	1.842733331	1.78214062	1.296684152	1.864811262	1.047968033	1.334693525
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces	1.070389328	1.269333691	1.492774182	2.365265881	2.098689957	1.31951418	1.232713971	1.481191085	2.328738572	1.515229053	1.919716144
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Laceyella	1.468148836	1.250863988	1.086916761	1.805345343	1.600967848	1.191970541	1.165232417	1.391885195	2.072282514	1.678582852	1.743543574
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae|g__Sporolactobacillus	1.232660757	1.383945989	1.684818588	1.307557772	0.965830734	1.717089838	1.702772083	1.83920054	2.039710345	1.31579212	1.631564179
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	5.853829352	6.696142501	7.300912436	5.810221236	4.980279356	5.793060039	5.558198244	6.323901765	6.629008283	5.946486797	6.247344315
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	3.715161224	4.210125738	4.624972095	2.608698538	2.683152947	3.375689289	3.026680152	3.166598473	4.007977797	3.783650109	3.221677952
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum	3.693022247	2.524259009	4.085125908	7.913687185	3.783741356	7.619123386	8.193634475	6.23089413	6.060622227	8.646841837	7.471862423
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium	3.426264755	4.082771252	3.758421907	3.385754978	2.845014314	2.803905234	2.907844979	3.239296143	3.627622117	3.26009592	3.04289172
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix	3.586964854	3.857160843	3.541131059	3.957326448	3.002023121	2.755850999	3.029393613	3.422165827	4.347226286	3.635457427	3.192805119
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Intestinibaculum	2.109917692	3.155599814	3.198655845	2.329120067	1.518037468	1.527557848	1.611556643	1.895269026	3.173206418	2.304788932	2.23168353
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longibaculum	2.659163443	2.591858102	2.736713459	2.329120067	1.071393063	2.642509977	2.06204297	1.949239755	2.562880823	1.474752418	1.72468276
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus	1.359895945	1.722348723	1.509791173	1.899907278	1.027094372	0.798350271	1.030864887	1.093811277	1.490902067	0.913101567	1.413360039
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia	0.9510904	1.222708369	1.355180502	1.629683299	1.474713289	1.203040575	1.52959758	1.797009767	2.139698046	1.830663166	1.389608602
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter	2.572889668	3.172871157	3.376170796	7.090272135	4.660820261	5.594570092	5.904424642	5.550826528	5.999027047	5.726757538	5.948560727
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas	4.781359714	4.969279233	5.432092156	4.678367266	4.763396272	5.13142131	4.780315834	5.063744596	5.54396347	5.068485405	5.24258135
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	3.26052755	3.647236395	3.617692262	3.742499701	3.184519301	2.399522999	2.768624291	2.957460919	3.557041708	2.926644795	2.982646882
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Pectinatus	2.282933963	3.006689212	3.17395887	3.021680855	2.279505599	1.884588897	2.454131948	2.640060351	3.232052142	2.63678801	3.102548761
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Pelosinus	2.841302254	3.440710827	3.571164344	2.608698538	2.569344055	2.360505797	2.462187645	2.541286519	3.28660983	2.664045481	2.832180098
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Sporomusa	1.715161224	2.378745553	2.374378768	2.008377142	2.228252217	2.164909138	1.869534941	2.167790947	2.549722229	1.742488478	2.254874701
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Methylomusa	2.109917692	2.638782085	2.349387865	1.629683299	1.753766567	2.299927177	2.16926822	2.364787638	2.533103393	2.124663046	2.39566967
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera	3.493988841	3.843358346	3.819978577	3.859349377	3.859381818	3.698680989	3.457800854	3.711963877	4.179030346	3.837848827	4.038153134
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	3.487572099	3.847973866	3.695361361	3.259745707	3.171011138	2.888622729	3.168822815	3.308505633	3.522098207	3.352352847	3.269636004
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	2.350497247	3.206805655	3.250195843	2.487432673	2.639681896	3.007043921	3.398166757	3.731696701	3.678379956	3.016331724	3.245029223
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	3.829511336	3.958808892	4.153493522	2.935007846	3.14014724	3.274374822	2.954276989	3.570420852	4.549989058	3.874611726	4.114397166
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	3.392317423	3.670005431	3.964818675	3.726708806	3.204547318	3.561338771	3.136467396	3.334548572	4.174751123	3.677676688	3.787472716
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus	3.329123596	3.872343651	3.5765584	4.020212847	3.526999079	2.325478098	3.069494745	3.199361599	3.162440935	3.114006435	3.09522515
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus	2.62058641	2.953429085	3.170395963	3.536020735	3.153946107	2.365441045	2.425577418	2.881263046	3.618198443	3.232037566	3.30180549
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia	2.844653463	3.533409578	2.781775997	3.487650532	2.527555679	1.828507208	2.450087169	2.485926208	2.639407418	2.339016373	2.127840491
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas	3.023846742	3.869319845	2.657484709	3.684416135	2.886930485	1.770156981	2.544163042	2.396922168	2.220803488	2.376118092	2.422251848
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Murdochiella	2.20685157	2.382992211	2.461506006	2.405496019	1.900131412	1.777581132	1.49074648	1.996611336	2.38538743	2.141999692	2.277698968
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Tissierella	3.396890153	3.9531078	3.436743565	3.877340413	3.747796237	3.047525799	2.755573483	3.068035308	3.375056916	3.451283912	3.488079592
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Schnuerera	2.023846742	2.61008685	2.210573528	2.275859764	1.744676403	1.473728067	2.09867737	1.786266426	2.305441173	1.948658976	1.626492673
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Keratinibaculum	2.087462841	2.416522837	2.128487232	2.931567999	1.798377598	1.35964039	1.826499441	1.996611336	2.135300373	1.672630395	1.590483996
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__Gudongella	2.005998741	2.148695317	1.98982348	2.174737016	1.824496742	2.089365715	2.002526559	1.905233255	2.067674129	1.903628947	1.869085777
